date,time,type," strikePrice",price,sma5,sma20,bb1sd,bb2sd,stochastic,combination
24-Jun-2020,14:18,CALL,,20.95,,,,,,
24-Jun-2020,14:18,PUT,,135.75,,,,,,
24-Jun-2020,14:19,NIFTY,,10401,,,,,,
24-Jun-2020,14:19,CALL,,20.45,,,,,,
24-Jun-2020,14:19,PUT,,140.95,,,,,,
24-Jun-2020,14:20,NIFTY,,10405.8,Buy,Buy,,,,
24-Jun-2020,14:20,PUT,,136.85,,,,,,
24-Jun-2020,14:20,CALL,,21.25,Buy,,,,,
24-Jun-2020,14:21,NIFTY,,10418.25,Buy,,,,,
24-Jun-2020,14:21,CALL,,22.6,,,Buy,,,
24-Jun-2020,14:21,PUT,,132.9,,,,,,
24-Jun-2020,14:22,PUT,,131.1,,,,,,
24-Jun-2020,14:22,CALL,,22.45,,,,,,
24-Jun-2020,14:22,NIFTY,,10420.25,,,Buy,,,
24-Jun-2020,14:23,CALL,,21.55,Sell,,,,,
24-Jun-2020,14:23,PUT,,131.9,,,,,,
24-Jun-2020,14:23,NIFTY,,10415.75,,,,,,
24-Jun-2020,14:24,NIFTY,,10409.65,Sell,Sell,,,,
24-Jun-2020,14:24,CALL,,19.55,Sell,Sell,,,,
24-Jun-2020,14:24,PUT,,133.05,Buy,,,,,
24-Jun-2020,14:25,NIFTY,,10410,,,,,,
24-Jun-2020,14:25,CALL,,20.45,,,,,,
24-Jun-2020,14:25,PUT,,134.8,,,,,,
24-Jun-2020,14:26,NIFTY,,10416.45,Buy,,,,,
24-Jun-2020,14:26,CALL,,21.45,Buy,Buy,,,,
24-Jun-2020,14:26,PUT,,129.05,Sell,,,,,
24-Jun-2020,14:27,NIFTY,,10408.45,Sell,Sell,,,,
24-Jun-2020,14:27,CALL,,19.65,Sell,Sell,Sell,,,
24-Jun-2020,14:27,PUT,,134.85,Buy,,,,,
24-Jun-2020,14:28,NIFTY,,10404.35,,Sell,,,,
24-Jun-2020,14:28,CALL,,19.95,,,Sell,,,
24-Jun-2020,14:28,PUT,,135.8,,,,,,
24-Jun-2020,14:29,NIFTY,,10406.85,,,,,,
24-Jun-2020,14:29,CALL,,19.85,,,,,,
24-Jun-2020,14:29,PUT,,136.45,,,,,,
24-Jun-2020,14:30,NIFTY,,10393.4,Sell,,Sell,,,
24-Jun-2020,14:30,CALL,,17.8,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:30,PUT,,142.3,,Buy,,,,
24-Jun-2020,14:31,NIFTY,,10395.7,,,Sell,,Sell,Sell
24-Jun-2020,14:31,CALL,,18,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:31,PUT,,143,,,,,,
24-Jun-2020,14:32,NIFTY,,10405.9,Buy,Buy,,,,
24-Jun-2020,14:32,PUT,,135.9,Sell,Sell,,,,
24-Jun-2020,14:32,CALL,,19.2,Buy,,,,,
24-Jun-2020,14:33,NIFTY,,10402,,,,,,
24-Jun-2020,14:33,CALL,,19.1,,,,,,
24-Jun-2020,14:33,PUT,,136.15,,,,,,
24-Jun-2020,14:34,NIFTY,,10401.05,,,,,,
24-Jun-2020,14:34,CALL,,18.6,Sell,,Sell,,,
24-Jun-2020,14:34,PUT,,139.75,Buy,Buy,,,,
24-Jun-2020,14:35,NIFTY,,10394,Sell,,Sell,,,
24-Jun-2020,14:35,CALL,,17.9,,,Sell,,Sell,Sell
24-Jun-2020,14:35,PUT,,143.55,Buy,,Buy,,,
24-Jun-2020,14:36,CALL,,14.4,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:36,PUT,,160.15,,,Buy,Buy,,
24-Jun-2020,14:36,NIFTY,,10377.05,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:37,NIFTY,,10370.25,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:37,PUT,,167.65,,,Buy,Buy,Buy,Buy
24-Jun-2020,14:37,CALL,,12.7,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:38,NIFTY,,10371.85,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:38,CALL,,13.6,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:38,PUT,,169.55,,,Buy,Buy,Buy,Buy
24-Jun-2020,14:39,NIFTY,,10361.2,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:39,CALL,,13.15,,,Sell,,Sell,Sell
24-Jun-2020,14:39,PUT,,175.5,,,Buy,Buy,Buy,Buy
24-Jun-2020,14:40,NIFTY,,10355.6,,,Sell,Sell,Sell,Sell
24-Jun-2020,14:40,CALL,,12.6,Sell,,Sell,,Sell,Sell
24-Jun-2020,14:40,PUT,,176.05,,,Buy,Buy,Buy,Buy
24-Jun-2020,14:41,NIFTY,,10358.35,,,Sell,,Sell,Sell
24-Jun-2020,14:41,CALL,,13.45,Buy,,Sell,,Sell,Sell
24-Jun-2020,14:41,PUT,,170.65,Sell,,Buy,,Buy,Buy
24-Jun-2020,14:42,NIFTY,,10353.7,,,Sell,,Sell,Sell
24-Jun-2020,14:42,CALL,,12.95,Sell,,Sell,,Sell,Sell
24-Jun-2020,14:42,PUT,,176.95,Buy,,Buy,,Buy,Buy
24-Jun-2020,14:43,NIFTY,,10343.7,,,Sell,,Sell,Sell
24-Jun-2020,14:43,PUT,,181.2,,,Buy,,Buy,Buy
24-Jun-2020,14:43,CALL,,11.6,,,Sell,,Sell,Sell
24-Jun-2020,14:44,NIFTY,,10343.45,,,Sell,,Sell,Sell
24-Jun-2020,14:44,PUT,,181.9,,,Buy,,Buy,Buy
24-Jun-2020,14:44,CALL,,11.5,,,Sell,,Sell,Sell
24-Jun-2020,14:45,NIFTY,,10352.75,Buy,,Sell,,Sell,Sell
24-Jun-2020,14:45,CALL,,11.8,,,Sell,,Sell,Sell
24-Jun-2020,14:45,PUT,,175.3,Sell,,Buy,,Buy,Buy
24-Jun-2020,14:46,NIFTY,,10350,,,Sell,,Sell,Sell
24-Jun-2020,14:46,CALL,,12.25,Buy,,,,Sell,
24-Jun-2020,14:46,PUT,,176.3,,,Buy,,Buy,Buy
24-Jun-2020,14:47,NIFTY,,10348.3,,,Sell,,Sell,Sell
24-Jun-2020,14:47,CALL,,12,,,Sell,,Sell,Sell
24-Jun-2020,14:47,PUT,,177.6,,,,,Buy,
24-Jun-2020,14:48,NIFTY,,10345.9,Sell,,Sell,,Sell,Sell
24-Jun-2020,14:48,CALL,,11.55,,,Sell,,Sell,Sell
24-Jun-2020,14:48,PUT,,181.35,Buy,,Buy,,Buy,Buy
24-Jun-2020,14:49,NIFTY,,10337.2,,,Sell,,Sell,Sell
24-Jun-2020,14:49,CALL,,11,,,Sell,,Sell,Sell
24-Jun-2020,14:49,PUT,,185.9,,,Buy,,Buy,Buy
24-Jun-2020,14:50,NIFTY,,10323.5,,,Sell,,Sell,Sell
24-Jun-2020,14:50,CALL,,9.45,,,Sell,,Sell,Sell
24-Jun-2020,14:50,PUT,,196.65,,,Buy,,Buy,Buy
24-Jun-2020,14:51,PUT,,194.5,,,Buy,,Buy,Buy
24-Jun-2020,14:51,NIFTY,,10329.9,,,Sell,,Sell,Sell
24-Jun-2020,14:51,CALL,,10.15,,,Sell,,Sell,Sell
24-Jun-2020,14:52,NIFTY,,10327.5,,,Sell,,Sell,Sell
24-Jun-2020,14:52,PUT,,197.2,,,Buy,,Buy,Buy
24-Jun-2020,14:52,CALL,,9.85,Sell,,Sell,,Sell,Sell
24-Jun-2020,14:53,NIFTY,,10316.55,Sell,,Sell,,Sell,Sell
24-Jun-2020,14:53,CALL,,8.8,,,Sell,,Sell,Sell
24-Jun-2020,14:53,PUT,,205.8,,,Buy,,Buy,Buy
24-Jun-2020,14:54,NIFTY,,10312.55,,,Sell,,Sell,Sell
24-Jun-2020,14:54,CALL,,8.4,,,Sell,,Sell,Sell
24-Jun-2020,14:54,PUT,,206.3,,,Buy,,Buy,Buy
24-Jun-2020,14:55,NIFTY,,10317.05,,,Sell,,Sell,Sell
24-Jun-2020,14:55,CALL,,8.85,,,Sell,,Sell,Sell
24-Jun-2020,14:55,PUT,,200.3,Sell,,Buy,,Buy,Buy
24-Jun-2020,14:56,NIFTY,,10332.15,Buy,,,,,
24-Jun-2020,14:56,CALL,,9.4,Buy,,Sell,,Sell,Sell
24-Jun-2020,14:56,PUT,,192.1,Sell,,,,,
24-Jun-2020,14:57,NIFTY,,10345.05,,Buy,,,,
24-Jun-2020,14:57,CALL,,10.6,,,,,,
24-Jun-2020,14:57,PUT,,188.8,,,,,,
24-Jun-2020,14:58,NIFTY,,10329.7,,Sell,,,,
24-Jun-2020,14:58,CALL,,10.15,,,,,,
24-Jun-2020,14:58,PUT,,192.1,,,,,,
24-Jun-2020,14:59,NIFTY,,10325.65,,,,,,
24-Jun-2020,14:59,CALL,,9.7,Sell,,,,,
24-Jun-2020,14:59,PUT,,197.05,Buy,,,,,
24-Jun-2020,15:00,NIFTY,,10330.95,,,,,,
24-Jun-2020,15:00,CALL,,9.65,,,,,,
24-Jun-2020,15:00,PUT,,197,,,,,,
24-Jun-2020,15:01,NIFTY,,10338.25,Buy,Buy,,,,
24-Jun-2020,15:01,CALL,,10.55,Buy,,,,,
24-Jun-2020,15:01,PUT,,190.95,Sell,,,,,
24-Jun-2020,15:02,NIFTY,,10321.5,Sell,Sell,Sell,,,
24-Jun-2020,15:02,CALL,,9.55,Sell,Sell,,,,
24-Jun-2020,15:02,PUT,,204.05,Buy,Buy,Buy,,,
24-Jun-2020,15:03,NIFTY,,10329.6,Buy,,,,,
24-Jun-2020,15:03,CALL,,10.25,Buy,Buy,,,,
24-Jun-2020,15:03,PUT,,193.6,Sell,,,,,
24-Jun-2020,15:04,CALL,,9.95,Sell,Sell,,,,
24-Jun-2020,15:04,PUT,,201.05,Buy,,,,,
24-Jun-2020,15:04,NIFTY,,10320.65,Sell,,,,,
24-Jun-2020,15:05,NIFTY,,10314.25,,,Sell,,,
24-Jun-2020,15:05,CALL,,9,,,Sell,,,
24-Jun-2020,15:05,PUT,,201.85,,,,,,
24-Jun-2020,15:06,CALL,,8.95,,,Sell,,,
24-Jun-2020,15:06,PUT,,197,Sell,,,,,
24-Jun-2020,15:06,NIFTY,,10321.25,Buy,,,,,
24-Jun-2020,15:07,NIFTY,,10314.95,Sell,,Sell,,Sell,Sell
24-Jun-2020,15:07,CALL,,8.75,,,Sell,,Sell,Sell
24-Jun-2020,15:07,PUT,,204.1,Buy,,Buy,,Buy,Buy
24-Jun-2020,15:08,NIFTY,,10308.8,,,Sell,,Sell,Sell
24-Jun-2020,15:08,CALL,,8.3,,,Sell,,Sell,Sell
24-Jun-2020,15:08,PUT,,212,,,Buy,Buy,Buy,Buy
24-Jun-2020,15:09,NIFTY,,10312.85,,,Sell,,Sell,Sell
24-Jun-2020,15:09,PUT,,206.5,,,Buy,,,
24-Jun-2020,15:09,CALL,,8.4,,,Sell,,Sell,Sell
24-Jun-2020,15:10,NIFTY,,10306.35,,,Sell,,Sell,Sell
24-Jun-2020,15:10,CALL,,7.9,Sell,,Sell,Sell,Sell,Sell
24-Jun-2020,15:10,PUT,,214,Buy,,Buy,Buy,Buy,Buy
24-Jun-2020,15:11,NIFTY,,10299.25,,,Sell,,Sell,Sell
24-Jun-2020,15:11,CALL,,7.55,,,Sell,Sell,Sell,Sell
24-Jun-2020,15:11,PUT,,217,,,Buy,Buy,Buy,Buy
24-Jun-2020,15:12,NIFTY,,10285.35,,,Sell,Sell,Sell,Sell
24-Jun-2020,15:12,CALL,,7.2,,,Sell,,Sell,Sell
24-Jun-2020,15:12,PUT,,230.7,,,Buy,Buy,Buy,Buy
24-Jun-2020,15:13,NIFTY,,10285.85,,,Sell,Sell,Sell,Sell
24-Jun-2020,15:13,CALL,,6.75,,,Sell,Sell,Sell,Sell
24-Jun-2020,15:13,PUT,,230.5,,,Buy,Buy,Buy,Buy
24-Jun-2020,15:14,NIFTY,,10290.6,,,Sell,,Sell,Sell
24-Jun-2020,15:14,CALL,,7,,,Sell,Sell,Sell,Sell
24-Jun-2020,15:14,PUT,,226.3,,,Buy,,Buy,Buy
24-Jun-2020,15:15,NIFTY,,10302.25,Buy,,,,,
24-Jun-2020,15:15,CALL,,7.4,,,Sell,,Sell,Sell
24-Jun-2020,15:15,PUT,,219,Sell,,Buy,,,
24-Jun-2020,15:16,NIFTY,,10300.9,,,,,,
24-Jun-2020,15:16,CALL,,7.55,,,Sell,,,
24-Jun-2020,15:16,PUT,,216.35,,,,,,
