instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
17519106,68434,AXISBANK26SEPFUT,"AXISBANK",0,2026-09-29,0,0.1,625,FUT,NFO-FUT,NFO
12476418,48736,AXISBANK26OCTFUT,"AXISBANK",0,2026-10-27,0,0.1,625,FUT,NFO-FUT,NFO
14878210,58118,BAJAJ-AUTO26AUGFUT,"BAJAJ-AUTO",0,2026-08-25,0,1,75,FUT,NFO-FUT,NFO
17519362,68435,BAJAJ-AUTO26SEPFUT,"BAJAJ-AUTO",0,2026-09-29,0,1,75,FUT,NFO-FUT,NFO
12476674,48737,BAJAJ-AUTO26OCTFUT,"BAJAJ-AUTO",0,2026-10-27,0,1,75,FUT,NFO-FUT,NFO
14878466,58119,BAJAJFINSV26AUGFUT,"BAJAJFINSV",0,2026-08-25,0,0.1,300,FUT,NFO-FUT,NFO
17519618,68436,BAJAJFINSV26SEPFUT,"BAJAJFINSV",0,2026-09-29,0,0.1,300,FUT,NFO-FUT,NFO
12476930,48738,BAJAJFINSV26OCTFUT,"BAJAJFINSV",0,2026-10-27,0,0.1,300,FUT,NFO-FUT,NFO
14878722,58120,BAJAJHLDNG26AUGFUT,"BAJAJHLDNG",0,2026-08-25,0,1,75,FUT,NFO-FUT,NFO
17519874,68437,BAJAJHLDNG26SEPFUT,"BAJAJHLDNG",0,2026-09-29,0,1,75,FUT,NFO-FUT,NFO
12477186,48739,BAJAJHLDNG26OCTFUT,"BAJAJHLDNG",0,2026-10-27,0,1,75,FUT,NFO-FUT,NFO
14878978,58121,BAJFINANCE26AUGFUT,"BAJFINANCE",0,2026-08-25,0,0.1,750,FUT,NFO-FUT,NFO
17521154,68442,BAJFINANCE26SEPFUT,"BAJFINANCE",0,2026-09-29,0,0.1,750,FUT,NFO-FUT,NFO
12477442,48740,BAJFINANCE26OCTFUT,"BAJFINANCE",0,2026-10-27,0,0.1,750,FUT,NFO-FUT,NFO
14879234,58122,BANDHANBNK26AUGFUT,"BANDHANBNK",0,2026-08-25,0,0.01,3600,FUT,NFO-FUT,NFO
17521410,68443,BANDHANBNK26SEPFUT,"BANDHANBNK",0,2026-09-29,0,0.01,3600,FUT,NFO-FUT,NFO
12477698,48741,BANDHANBNK26OCTFUT,"BANDHANBNK",0,2026-10-27,0,0.01,3600,FUT,NFO-FUT,NFO
14879490,58123,BANKBARODA26AUGFUT,"BANKBARODA",0,2026-08-25,0,0.01,2925,FUT,NFO-FUT,NFO
17521666,68444,BANKBARODA26SEPFUT,"BANKBARODA",0,2026-09-29,0,0.01,2925,FUT,NFO-FUT,NFO
12477954,48742,BANKBARODA26OCTFUT,"BANKBARODA",0,2026-10-27,0,0.01,2925,FUT,NFO-FUT,NFO
14880002,58125,BANKINDIA26AUGFUT,"BANKINDIA",0,2026-08-25,0,0.01,5200,FUT,NFO-FUT,NFO
17521922,68445,BANKINDIA26SEPFUT,"BANKINDIA",0,2026-09-29,0,0.01,5200,FUT,NFO-FUT,NFO
12478722,48745,BANKINDIA26OCTFUT,"BANKINDIA",0,2026-10-27,0,0.01,5200,FUT,NFO-FUT,NFO
14880258,58126,BDL26AUGFUT,"BDL",0,2026-08-25,0,0.1,425,FUT,NFO-FUT,NFO
17522178,68446,BDL26SEPFUT,"BDL",0,2026-09-29,0,0.1,425,FUT,NFO-FUT,NFO
12480258,48751,BDL26OCTFUT,"BDL",0,2026-10-27,0,0.1,425,FUT,NFO-FUT,NFO
14881282,58130,BEL26AUGFUT,"BEL",0,2026-08-25,0,0.05,1425,FUT,NFO-FUT,NFO
17522434,68447,BEL26SEPFUT,"BEL",0,2026-09-29,0,0.05,1425,FUT,NFO-FUT,NFO
12481538,48756,BEL26OCTFUT,"BEL",0,2026-10-27,0,0.05,1425,FUT,NFO-FUT,NFO
14881538,58131,BHARATFORG26AUGFUT,"BHARATFORG",0,2026-08-25,0,0.1,500,FUT,NFO-FUT,NFO
17522690,68448,BHARATFORG26SEPFUT,"BHARATFORG",0,2026-09-29,0,0.1,500,FUT,NFO-FUT,NFO
12481794,48757,BHARATFORG26OCTFUT,"BHARATFORG",0,2026-10-27,0,0.1,500,FUT,NFO-FUT,NFO
14881794,58132,BHARTIARTL26AUGFUT,"BHARTIARTL",0,2026-08-25,0,0.1,475,FUT,NFO-FUT,NFO
17522946,68449,BHARTIARTL26SEPFUT,"BHARTIARTL",0,2026-09-29,0,0.1,475,FUT,NFO-FUT,NFO
12482050,48758,BHARTIARTL26OCTFUT,"BHARTIARTL",0,2026-10-27,0,0.1,475,FUT,NFO-FUT,NFO
14882050,58133,BHEL26AUGFUT,"BHEL",0,2026-08-25,0,0.05,2625,FUT,NFO-FUT,NFO
17523202,68450,BHEL26SEPFUT,"BHEL",0,2026-09-29,0,0.05,2625,FUT,NFO-FUT,NFO
12483586,48764,BHEL26OCTFUT,"BHEL",0,2026-10-27,0,0.05,2625,FUT,NFO-FUT,NFO
14882306,58134,BIOCON26AUGFUT,"BIOCON",0,2026-08-25,0,0.05,2500,FUT,NFO-FUT,NFO
17523458,68451,BIOCON26SEPFUT,"BIOCON",0,2026-09-29,0,0.05,2500,FUT,NFO-FUT,NFO
12485378,48771,BIOCON26OCTFUT,"BIOCON",0,2026-10-27,0,0.05,2500,FUT,NFO-FUT,NFO
14882562,58135,BLUESTARCO26AUGFUT,"BLUESTARCO",0,2026-08-25,0,0.1,325,FUT,NFO-FUT,NFO
17523714,68452,BLUESTARCO26SEPFUT,"BLUESTARCO",0,2026-09-29,0,0.1,325,FUT,NFO-FUT,NFO
12485634,48772,BLUESTARCO26OCTFUT,"BLUESTARCO",0,2026-10-27,0,0.1,325,FUT,NFO-FUT,NFO
14882818,58136,BOSCHLTD26AUGFUT,"BOSCHLTD",0,2026-08-25,0,5,25,FUT,NFO-FUT,NFO
17523970,68453,BOSCHLTD26SEPFUT,"BOSCHLTD",0,2026-09-29,0,5,25,FUT,NFO-FUT,NFO
12485890,48773,BOSCHLTD26OCTFUT,"BOSCHLTD",0,2026-10-27,0,5,25,FUT,NFO-FUT,NFO
14883330,58138,BPCL26AUGFUT,"BPCL",0,2026-08-25,0,0.05,1975,FUT,NFO-FUT,NFO
17524226,68454,BPCL26SEPFUT,"BPCL",0,2026-09-29,0,0.05,1975,FUT,NFO-FUT,NFO
12486146,48774,BPCL26OCTFUT,"BPCL",0,2026-10-27,0,0.05,1975,FUT,NFO-FUT,NFO
14883842,58140,BRITANNIA26AUGFUT,"BRITANNIA",0,2026-08-25,0,0.5,125,FUT,NFO-FUT,NFO
17524482,68455,BRITANNIA26SEPFUT,"BRITANNIA",0,2026-09-29,0,0.5,125,FUT,NFO-FUT,NFO
12486402,48775,BRITANNIA26OCTFUT,"BRITANNIA",0,2026-10-27,0,0.5,125,FUT,NFO-FUT,NFO
14884098,58141,BSE26AUGFUT,"BSE",0,2026-08-25,0,0.1,200,FUT,NFO-FUT,NFO
17524738,68456,BSE26SEPFUT,"BSE",0,2026-09-29,0,0.1,200,FUT,NFO-FUT,NFO
12486658,48776,BSE26OCTFUT,"BSE",0,2026-10-27,0,0.1,200,FUT,NFO-FUT,NFO
14884354,58142,CAMS26AUGFUT,"CAMS",0,2026-08-25,0,0.05,825,FUT,NFO-FUT,NFO
17524994,68457,CAMS26SEPFUT,"CAMS",0,2026-09-29,0,0.05,825,FUT,NFO-FUT,NFO
12486914,48777,CAMS26OCTFUT,"CAMS",0,2026-10-27,0,0.05,825,FUT,NFO-FUT,NFO
14884610,58143,CANBK26AUGFUT,"CANBK",0,2026-08-25,0,0.01,6750,FUT,NFO-FUT,NFO
17525250,68458,CANBK26SEPFUT,"CANBK",0,2026-09-29,0,0.01,6750,FUT,NFO-FUT,NFO
12487170,48778,CANBK26OCTFUT,"CANBK",0,2026-10-27,0,0.01,6750,FUT,NFO-FUT,NFO
14884866,58144,CDSL26AUGFUT,"CDSL",0,2026-08-25,0,0.1,475,FUT,NFO-FUT,NFO
17525506,68459,CDSL26SEPFUT,"CDSL",0,2026-09-29,0,0.1,475,FUT,NFO-FUT,NFO
12487426,48779,CDSL26OCTFUT,"CDSL",0,2026-10-27,0,0.1,475,FUT,NFO-FUT,NFO
14885122,58145,CGPOWER26AUGFUT,"CGPOWER",0,2026-08-25,0,0.05,850,FUT,NFO-FUT,NFO
17525762,68460,CGPOWER26SEPFUT,"CGPOWER",0,2026-09-29,0,0.05,850,FUT,NFO-FUT,NFO
12487682,48780,CGPOWER26OCTFUT,"CGPOWER",0,2026-10-27,0,0.05,850,FUT,NFO-FUT,NFO
14885378,58146,CHOLAFIN26AUGFUT,"CHOLAFIN",0,2026-08-25,0,0.1,625,FUT,NFO-FUT,NFO
17526018,68461,CHOLAFIN26SEPFUT,"CHOLAFIN",0,2026-09-29,0,0.1,625,FUT,NFO-FUT,NFO
12487938,48781,CHOLAFIN26OCTFUT,"CHOLAFIN",0,2026-10-27,0,0.1,625,FUT,NFO-FUT,NFO
14885634,58147,CIPLA26AUGFUT,"CIPLA",0,2026-08-25,0,0.1,425,FUT,NFO-FUT,NFO
17526274,68462,CIPLA26SEPFUT,"CIPLA",0,2026-09-29,0,0.1,425,FUT,NFO-FUT,NFO
12491778,48796,CIPLA26OCTFUT,"CIPLA",0,2026-10-27,0,0.1,425,FUT,NFO-FUT,NFO
14885890,58148,COALINDIA26AUGFUT,"COALINDIA",0,2026-08-25,0,0.05,1350,FUT,NFO-FUT,NFO
17526530,68463,COALINDIA26SEPFUT,"COALINDIA",0,2026-09-29,0,0.05,1350,FUT,NFO-FUT,NFO
12492034,48797,COALINDIA26OCTFUT,"COALINDIA",0,2026-10-27,0,0.05,1350,FUT,NFO-FUT,NFO
14886146,58149,COCHINSHIP26AUGFUT,"COCHINSHIP",0,2026-08-25,0,0.1,400,FUT,NFO-FUT,NFO
17526786,68464,COCHINSHIP26SEPFUT,"COCHINSHIP",0,2026-09-29,0,0.1,400,FUT,NFO-FUT,NFO
12492290,48798,COCHINSHIP26OCTFUT,"COCHINSHIP",0,2026-10-27,0,0.1,400,FUT,NFO-FUT,NFO
14886914,58152,COFORGE26AUGFUT,"COFORGE",0,2026-08-25,0,0.1,475,FUT,NFO-FUT,NFO
17527042,68465,COFORGE26SEPFUT,"COFORGE",0,2026-09-29,0,0.1,475,FUT,NFO-FUT,NFO
12492802,48800,COFORGE26OCTFUT,"COFORGE",0,2026-10-27,0,0.1,475,FUT,NFO-FUT,NFO
14887170,58153,COLPAL26AUGFUT,"COLPAL",0,2026-08-25,0,0.1,275,FUT,NFO-FUT,NFO
17527298,68466,COLPAL26SEPFUT,"COLPAL",0,2026-09-29,0,0.1,275,FUT,NFO-FUT,NFO
12493826,48804,COLPAL26OCTFUT,"COLPAL",0,2026-10-27,0,0.1,275,FUT,NFO-FUT,NFO
14887426,58154,CONCOR26AUGFUT,"CONCOR",0,2026-08-25,0,0.05,1250,FUT,NFO-FUT,NFO
17527554,68467,CONCOR26SEPFUT,"CONCOR",0,2026-09-29,0,0.05,1250,FUT,NFO-FUT,NFO
12494850,48808,CONCOR26OCTFUT,"CONCOR",0,2026-10-27,0,0.05,1250,FUT,NFO-FUT,NFO
14887682,58155,CROMPTON26AUGFUT,"CROMPTON",0,2026-08-25,0,0.05,2150,FUT,NFO-FUT,NFO
17527810,68468,CROMPTON26SEPFUT,"CROMPTON",0,2026-09-29,0,0.05,2150,FUT,NFO-FUT,NFO
12496642,48815,CROMPTON26OCTFUT,"CROMPTON",0,2026-10-27,0,0.05,2150,FUT,NFO-FUT,NFO
14887938,58156,CUMMINSIND26AUGFUT,"CUMMINSIND",0,2026-08-25,0,0.5,200,FUT,NFO-FUT,NFO
17528066,68469,CUMMINSIND26SEPFUT,"CUMMINSIND",0,2026-09-29,0,0.5,200,FUT,NFO-FUT,NFO
12496898,48816,CUMMINSIND26OCTFUT,"CUMMINSIND",0,2026-10-27,0,0.5,200,FUT,NFO-FUT,NFO
14888194,58157,DABUR26AUGFUT,"DABUR",0,2026-08-25,0,0.05,1250,FUT,NFO-FUT,NFO
17528322,68470,DABUR26SEPFUT,"DABUR",0,2026-09-29,0,0.05,1250,FUT,NFO-FUT,NFO
12499714,48827,DABUR26OCTFUT,"DABUR",0,2026-10-27,0,0.05,1250,FUT,NFO-FUT,NFO
14888450,58158,DALBHARAT26AUGFUT,"DALBHARAT",0,2026-08-25,0,0.1,325,FUT,NFO-FUT,NFO
14888706,58159,DELHIVERY26AUGFUT,"DELHIVERY",0,2026-08-25,0,0.05,2075,FUT,NFO-FUT,NFO
17528578,68471,DELHIVERY26SEPFUT,"DELHIVERY",0,2026-09-29,0,0.05,2075,FUT,NFO-FUT,NFO
12500482,48830,DELHIVERY26OCTFUT,"DELHIVERY",0,2026-10-27,0,0.05,2075,FUT,NFO-FUT,NFO
14888962,58160,DIVISLAB26AUGFUT,"DIVISLAB",0,2026-08-25,0,0.5,100,FUT,NFO-FUT,NFO
17528834,68472,DIVISLAB26SEPFUT,"DIVISLAB",0,2026-09-29,0,0.5,100,FUT,NFO-FUT,NFO
12500738,48831,DIVISLAB26OCTFUT,"DIVISLAB",0,2026-10-27,0,0.5,100,FUT,NFO-FUT,NFO
14889218,58161,DIXON26AUGFUT,"DIXON",0,2026-08-25,0,1,50,FUT,NFO-FUT,NFO
17529090,68473,DIXON26SEPFUT,"DIXON",0,2026-09-29,0,1,50,FUT,NFO-FUT,NFO
12500994,48832,DIXON26OCTFUT,"DIXON",0,2026-10-27,0,1,50,FUT,NFO-FUT,NFO
14889474,58162,DLF26AUGFUT,"DLF",0,2026-08-25,0,0.05,950,FUT,NFO-FUT,NFO
17529346,68474,DLF26SEPFUT,"DLF",0,2026-09-29,0,0.05,950,FUT,NFO-FUT,NFO
12501250,48833,DLF26OCTFUT,"DLF",0,2026-10-27,0,0.05,950,FUT,NFO-FUT,NFO
14889730,58163,DMART26AUGFUT,"DMART",0,2026-08-25,0,0.1,150,FUT,NFO-FUT,NFO
17529602,68475,DMART26SEPFUT,"DMART",0,2026-09-29,0,0.1,150,FUT,NFO-FUT,NFO
12501506,48834,DMART26OCTFUT,"DMART",0,2026-10-27,0,0.1,150,FUT,NFO-FUT,NFO
14891522,58170,DRREDDY26AUGFUT,"DRREDDY",0,2026-08-25,0,0.1,625,FUT,NFO-FUT,NFO
17529858,68476,DRREDDY26SEPFUT,"DRREDDY",0,2026-09-29,0,0.1,625,FUT,NFO-FUT,NFO
12501762,48835,DRREDDY26OCTFUT,"DRREDDY",0,2026-10-27,0,0.1,625,FUT,NFO-FUT,NFO
14894338,58181,EICHERMOT26AUGFUT,"EICHERMOT",0,2026-08-25,0,0.5,100,FUT,NFO-FUT,NFO
17530114,68477,EICHERMOT26SEPFUT,"EICHERMOT",0,2026-09-29,0,0.5,100,FUT,NFO-FUT,NFO
12502018,48836,EICHERMOT26OCTFUT,"EICHERMOT",0,2026-10-27,0,0.5,100,FUT,NFO-FUT,NFO
14894594,58182,ETERNAL26AUGFUT,"ETERNAL",0,2026-08-25,0,0.05,2425,FUT,NFO-FUT,NFO
17530370,68478,ETERNAL26SEPFUT,"ETERNAL",0,2026-09-29,0,0.05,2425,FUT,NFO-FUT,NFO
12502530,48838,ETERNAL26OCTFUT,"ETERNAL",0,2026-10-27,0,0.05,2425,FUT,NFO-FUT,NFO
14894850,58183,FEDERALBNK26AUGFUT,"FEDERALBNK",0,2026-08-25,0,0.05,2500,FUT,NFO-FUT,NFO
17530626,68479,FEDERALBNK26SEPFUT,"FEDERALBNK",0,2026-09-29,0,0.05,2500,FUT,NFO-FUT,NFO
12502786,48839,FEDERALBNK26OCTFUT,"FEDERALBNK",0,2026-10-27,0,0.05,2500,FUT,NFO-FUT,NFO
14865922,58070,FINNIFTY26AUGFUT,"FINNIFTY",0,2026-08-25,0,0.1,60,FUT,NFO-FUT,NFO
17508098,68391,FINNIFTY26SEPFUT,"FINNIFTY",0,2026-09-29,0,0.1,60,FUT,NFO-FUT,NFO
12467714,48702,FINNIFTY26OCTFUT,"FINNIFTY",0,2026-10-27,0,0.1,60,FUT,NFO-FUT,NFO
14895106,58184,FORCEMOT26AUGFUT,"FORCEMOT",0,2026-08-25,0,1,25,FUT,NFO-FUT,NFO
17530882,68480,FORCEMOT26SEPFUT,"FORCEMOT",0,2026-09-29,0,1,25,FUT,NFO-FUT,NFO
12503810,48843,FORCEMOT26OCTFUT,"FORCEMOT",0,2026-10-27,0,1,25,FUT,NFO-FUT,NFO
14896130,58188,FORTIS26AUGFUT,"FORTIS",0,2026-08-25,0,0.05,775,FUT,NFO-FUT,NFO
17531138,68481,FORTIS26SEPFUT,"FORTIS",0,2026-09-29,0,0.05,775,FUT,NFO-FUT,NFO
12504322,48845,FORTIS26OCTFUT,"FORTIS",0,2026-10-27,0,0.05,775,FUT,NFO-FUT,NFO
14896386,58189,GAIL26AUGFUT,"GAIL",0,2026-08-25,0,0.01,3550,FUT,NFO-FUT,NFO
17531394,68482,GAIL26SEPFUT,"GAIL",0,2026-09-29,0,0.01,3550,FUT,NFO-FUT,NFO
12504834,48847,GAIL26OCTFUT,"GAIL",0,2026-10-27,0,0.01,3550,FUT,NFO-FUT,NFO
14898690,58198,GLENMARK26AUGFUT,"GLENMARK",0,2026-08-25,0,0.1,375,FUT,NFO-FUT,NFO
17531650,68483,GLENMARK26SEPFUT,"GLENMARK",0,2026-09-29,0,0.1,375,FUT,NFO-FUT,NFO
12505090,48848,GLENMARK26OCTFUT,"GLENMARK",0,2026-10-27,0,0.1,375,FUT,NFO-FUT,NFO
14898946,58199,GMRAIRPORT26AUGFUT,"GMRAIRPORT",0,2026-08-25,0,0.01,6975,FUT,NFO-FUT,NFO
17531906,68484,GMRAIRPORT26SEPFUT,"GMRAIRPORT",0,2026-09-29,0,0.01,6975,FUT,NFO-FUT,NFO
12505346,48849,GMRAIRPORT26OCTFUT,"GMRAIRPORT",0,2026-10-27,0,0.01,6975,FUT,NFO-FUT,NFO
14899202,58200,GODFRYPHLP26AUGFUT,"GODFRYPHLP",0,2026-08-25,0,0.1,275,FUT,NFO-FUT,NFO
17532162,68485,GODFRYPHLP26SEPFUT,"GODFRYPHLP",0,2026-09-29,0,0.1,275,FUT,NFO-FUT,NFO
12506114,48852,GODFRYPHLP26OCTFUT,"GODFRYPHLP",0,2026-10-27,0,0.1,275,FUT,NFO-FUT,NFO
14899458,58201,GODREJCP26AUGFUT,"GODREJCP",0,2026-08-25,0,0.1,500,FUT,NFO-FUT,NFO
17532418,68486,GODREJCP26SEPFUT,"GODREJCP",0,2026-09-29,0,0.1,500,FUT,NFO-FUT,NFO
12506370,48853,GODREJCP26OCTFUT,"GODREJCP",0,2026-10-27,0,0.1,500,FUT,NFO-FUT,NFO
14900994,58207,GODREJPROP26AUGFUT,"GODREJPROP",0,2026-08-25,0,0.1,325,FUT,NFO-FUT,NFO
17532674,68487,GODREJPROP26SEPFUT,"GODREJPROP",0,2026-09-29,0,0.1,325,FUT,NFO-FUT,NFO
12506626,48854,GODREJPROP26OCTFUT,"GODREJPROP",0,2026-10-27,0,0.1,325,FUT,NFO-FUT,NFO
14901250,58208,GRASIM26AUGFUT,"GRASIM",0,2026-08-25,0,0.1,250,FUT,NFO-FUT,NFO
17532930,68488,GRASIM26SEPFUT,"GRASIM",0,2026-09-29,0,0.1,250,FUT,NFO-FUT,NFO
12506882,48855,GRASIM26OCTFUT,"GRASIM",0,2026-10-27,0,0.1,250,FUT,NFO-FUT,NFO
14902018,58211,GVT&D26AUGFUT,"GVT&D",0,2026-08-25,0,0.1,125,FUT,NFO-FUT,NFO
