time,open,high,low,close,median,callToken,callbuyQty,callsellQty,callChange,putToken,putbuyQty,putsellQty,putChange,mad
12:11:23,24838.55,24848.25,24833.1,24834.8,24838.35,NIFTY31JUL25C24850,4200,9000,-53.33,NIFTY31JUL25P24850,10500,7950,185.07,2.95
12:21:24,24834.75,24847.7,24828.25,24833.85,24838.5,NIFTY31JUL25C24850,2775,6450,-53.69,NIFTY31JUL25P24850,7950,9975,187.1,4.07
12:31:24,24833.6,24834.55,24812.75,24831.35,24823.6,NIFTY31JUL25C24850,7950,6075,-55.78,NIFTY31JUL25P24850,7875,8250,202.15,3.2
12:41:25,24831.1,24886.6,24829.3,24867.15,24841.03,NIFTY31JUL25C24850,5325,3825,-51.96,NIFTY31JUL25P24850,5250,3975,169.91,8.53
12:51:25,24867.85,24875.6,24855.55,24866.1,24868,NIFTY31JUL25C24850,6225,6900,-52.39,NIFTY31JUL25P24850,8175,6300,167.65,3
13:01:25,24865.35,24868.1,24852.35,24866.25,24858.35,NIFTY31JUL25C24850,9750,7275,-51.26,NIFTY31JUL25P24850,8850,10575,162.44,2.88
13:11:26,24866.35,24868.5,24847.45,24857.2,24858.2,NIFTY31JUL25C24850,6300,7725,-52.88,NIFTY31JUL25P24850,9525,10275,169.57,4.7
13:21:26,24856.9,24865.05,24847.35,24859.4,24855.15,NIFTY31JUL25C24850,4650,7800,-52.72,NIFTY31JUL25P24850,9000,4500,164.25,2.2
13:31:27,24859.95,24872.85,24852.5,24853.8,24864.3,NIFTY31JUL25C24850,6600,6450,-54.15,NIFTY31JUL25P24850,3675,10200,164.48,2.8
13:41:27,24854.05,24854.05,24807.55,24850.5,24845.4,NIFTY31JUL25C24850,9525,6900,-54.32,NIFTY31JUL25P24850,6900,7050,170.14,6.9
13:51:28,24851,24870.35,24850.65,24865.15,24863.5,NIFTY31JUL25C24850,7050,7350,-52.27,NIFTY31JUL25P24850,9975,6225,152.49,3.4
14:01:29,24865.45,24880.05,24859.65,24877.05,24873.1,NIFTY31JUL25C24900,13500,8775,-53.77,NIFTY31JUL25P24900,4650,9825,134.46,2.2
14:11:29,24877.1,24877.6,24840.3,24845.8,24851,NIFTY31JUL25C24850,8400,8700,-54.89,NIFTY31JUL25P24850,9150,8850,165.27,7.3
14:58:54,24831.6,24833.7,24818.15,24829.15,24826.95,NIFTY31JUL25C24850,7725,7800,-57.24,NIFTY31JUL25P24850,6975,4725,172.17,2.25
11:01:14,24797.35,24844.65,24795.3,24844.35,24812.35,NIFTY31JUL25C24850,4650,5925,-1.71,NIFTY31JUL25P24850,7125,2550,-14.38,7.85
12:10:26,24815.15,24816.3,24791.3,24794.85,24799.73,NIFTY31JUL25C24800,9225,10650,-20.66,NIFTY31JUL25P24800,16275,12150,0.83,3.82
12:42:05,24790.1,24798.35,24782.6,24784.3,24789.85,NIFTY31JUL25C24800,10425,5250,-27.44,NIFTY31JUL25P24800,12825,13350,8.39,2.2
14:25:05,24676.5,24693.55,24674.1,24690.75,24682.2,NIFTY31JUL25C24700,31725,10125,-45.31,NIFTY31JUL25P24700,11850,10425,70.49,2.8
14:35:05,24691.7,24693,24670.2,24682,24678.95,NIFTY31JUL25C24700,9900,8625,-46.88,NIFTY31JUL25P24700,12825,13125,74.88,2.5
14:45:06,24680.75,24705.85,24680.25,24701.9,24694.85,NIFTY31JUL25C24700,7650,7950,-43.54,NIFTY31JUL25P24700,10350,9825,58.29,3.65
14:55:06,24702.1,24702.1,24677.75,24689.35,24689.65,NIFTY31JUL25C24700,5025,9900,-45.62,NIFTY31JUL25P24700,10950,6300,62.6,5.8
15:05:08,24689.55,24703.75,24672.2,24691.55,24689.05,NIFTY31JUL25C24700,6600,8325,-46.15,NIFTY31JUL25P24700,10350,8550,58.46,3.25
15:15:08,24690.85,24691.25,24676.8,24676.8,24684.85,NIFTY31JUL25C24700,7350,3450,-47.95,NIFTY31JUL25P24700,5175,12225,69.84,2.2
15:25:08,24677.45,24684.6,24669.6,24678,24677.4,NIFTY31JUL25C24700,3900,4500,-48.04,NIFTY31JUL25P24700,6375,10350,65.69,2.45
10:22:41,24682.4,24682.4,24649.8,24656.1,24663.7,NIFTY31JUL25C24650,8025,6075,-20.09,NIFTY31JUL25P24650,10350,4275,7.01,5.6
10:32:42,24655.85,24659,24628.05,24646.1,24645.75,NIFTY31JUL25C24650,5700,10725,-24.37,NIFTY31JUL25P24650,11100,11475,12.88,9.15
10:42:43,24645.6,24649.8,24634.25,24638.1,24640,NIFTY31JUL25C24650,9150,6000,-26.25,NIFTY31JUL25P24650,7575,5175,19,2.35
10:52:44,24638.25,24644.05,24614.3,24629.5,24628.65,NIFTY31JUL25C24650,11625,6750,-27.73,NIFTY31JUL25P24650,10500,8700,21.84,5.1
11:02:44,24630.1,24650.5,24616.45,24641.2,24639,NIFTY31JUL25C24650,5925,9450,-24.9,NIFTY31JUL25P24650,6900,8625,13.89,4.45
11:12:44,24641.85,24653.9,24635.45,24649.1,24647.45,NIFTY31JUL25C24650,7200,5850,-22.04,NIFTY31JUL25P24650,29925,12300,7.51,3.27
14:34:45,24813.75,24827.95,24808.05,24811.9,24817.1,NIFTY31JUL25C24800,13275,9525,36.88,NIFTY31JUL25P24800,10650,14700,-56.45,3.45
14:44:45,24811.75,24812.1,24772.7,24789.75,24786.65,NIFTY31JUL25C24800,12825,14700,19.83,NIFTY31JUL25P24800,12675,5700,-52.62,3.15
09:59:17,24836.45,24856.4,24814.95,24840.85,24831.35,NIFTY31JUL25C24850,10950,12450,-6.77,NIFTY31JUL25P24850,10575,5625,-11.74,8.5
10:09:17,24840.9,24847.6,24830.65,24838,24839.95,NIFTY31JUL25C24850,14175,16200,-12.23,NIFTY31JUL25P24850,10650,10425,-6.29,2.3
10:19:18,24838.25,24858.75,24834.3,24857.75,24840.98,NIFTY31JUL25C24850,9975,12900,2.07,NIFTY31JUL25P24850,10725,15525,-21.09,3.63
11:03:54,24813.95,24830.35,24809.55,24827.4,24817.57,NIFTY31JUL25C24850,13500,22875,-17.62,NIFTY31JUL25P24850,8850,10200,-7.85,2.28
11:13:55,24827.5,24838.45,24809.3,24835.45,24819.95,NIFTY31JUL25C24850,14400,11400,-13.48,NIFTY31JUL25P24850,11550,11925,-14.56,5.75
11:50:38,24844.55,24876.8,24840.9,24862.05,24865,NIFTY31JUL25C24850,18900,5700,11.89,NIFTY31JUL25P24850,2625,13800,-35.83,3.2
12:00:38,24861.65,24884.2,24861.65,24875.1,24874.95,NIFTY31JUL25C24900,13950,18975,12.73,NIFTY31JUL25P24900,8250,15075,-35.33,5.3
12:10:38,24875.45,24876.25,24857.7,24865.3,24867.25,NIFTY31JUL25C24850,17025,11925,12.72,NIFTY31JUL25P24850,16875,17700,-37.57,2.8
12:20:39,24865.15,24874.6,24849.6,24870.6,24860.1,NIFTY31JUL25C24850,11250,13200,8.98,NIFTY31JUL25P24850,12975,28425,-37.09,5.45
12:30:39,24870.45,24874.25,24859.85,24872.8,24870.25,NIFTY31JUL25C24850,10725,8775,10.92,NIFTY31JUL25P24850,17025,12225,-39.48,1.45
12:40:41,24872.55,24874.85,24857.6,24867.6,24864,NIFTY31JUL25C24850,7500,12375,4.98,NIFTY31JUL25P24850,13350,14850,-37.75,1.35
12:50:41,24867.45,24871.75,24853.7,24856.8,24858.95,NIFTY31JUL25C24850,10500,13050,0.83,NIFTY31JUL25P24850,13425,15675,-34.33,2.35
13:00:41,24856.7,24875,24855.9,24865.8,24866.35,NIFTY31JUL25C24850,9525,10050,4.63,NIFTY31JUL25P24850,13200,18150,-37.45,1.65
13:10:42,24865.3,24872.55,24861.65,24863.55,24867.9,NIFTY31JUL25C24850,9150,15750,4.35,NIFTY31JUL25P24850,18600,25725,-37.45,1.4
13:20:43,24863.5,24863.55,24832.65,24850.1,24851.85,NIFTY31JUL25C24850,8925,13575,-8.57,NIFTY31JUL25P24850,18825,17025,-29.48,2.5
13:30:43,24849.35,24850.35,24833.25,24836,24838.1,NIFTY31JUL25C24850,9600,13350,-17.83,NIFTY31JUL25P24850,12450,7650,-20.85,1.4
13:40:44,24837.75,24861.95,24831.6,24860.15,24855.55,NIFTY31JUL25C24850,10800,12075,1.11,NIFTY31JUL25P24850,24450,23100,-37.39,3.7
13:50:44,24859.95,24867.9,24856,24859.3,24860.8,NIFTY31JUL25C24850,10425,15900,-0.9,NIFTY31JUL25P24850,12675,19425,-38.71,1.95
14:00:45,24859.55,24871.6,24849.55,24870.05,24859.7,NIFTY31JUL25C24850,4650,7050,8.57,NIFTY31JUL25P24850,12000,19500,-43.08,2.5
14:10:45,24869.6,24874.9,24845.9,24863.15,24866.2,NIFTY31JUL25C24850,11775,9225,2.97,NIFTY31JUL25P24850,13200,30300,-41.64,3.45
14:20:46,24862.8,24866.25,24852.85,24855.25,24859.85,NIFTY31JUL25C24850,10200,10425,-1.87,NIFTY31JUL25P24850,17775,34575,-40.2,2.5
09:50:20,24687.25,24710.7,24687.2,24693.25,24702.5,NIFTY31JUL25C24700,8850,17550,-75.16,NIFTY31JUL25P24700,10425,13125,290.64,2.68
10:00:20,24694.05,24709.35,24685.05,24685.05,24702.65,NIFTY31JUL25C24700,12375,10725,-79.72,NIFTY31JUL25P24700,2625,6450,322.07,3.25
10:10:21,24685.1,24687,24653.6,24676.05,24667.57,NIFTY31JUL25C24700,28800,24600,-82.87,NIFTY31JUL25P24700,15375,13425,336.12,8.45
10:20:21,24675.6,24683.45,24665.3,24670.55,24674.55,NIFTY31JUL25C24650,10425,7500,-77.6,NIFTY31JUL25P24650,10350,23550,273.11,2.5
10:30:21,24668.95,24692.8,24666.7,24676.1,24682.48,NIFTY31JUL25C24700,19125,25800,-84.71,NIFTY31JUL25P24700,5775,9900,328.09,4.63
10:40:22,24677.15,24685.7,24662.6,24683.55,24674.3,NIFTY31JUL25C24700,40725,44475,-84.79,NIFTY31JUL25P24700,12675,12075,300.67,2.7
11:15:09,24761.35,24776.2,24740.7,24747.4,24756.35,NIFTY31JUL25C24750,23100,23175,-71.99,NIFTY31JUL25P24750,12075,14925,118.89,9.9
11:25:09,24747.05,24797.1,24742.05,24797.1,24759.8,NIFTY31JUL25C24800,8925,9450,-50.54,NIFTY31JUL25P24800,10575,9300,59.32,11.4
11:35:09,24796.9,24814.1,24779.5,24812.65,24787.75,NIFTY31JUL25C24800,5775,12075,-40.94,NIFTY31JUL25P24800,11625,10800,43.76,4.4
11:45:10,24813.05,24819.8,24788.65,24809.75,24798.85,NIFTY31JUL25C24800,7425,5175,-39.57,NIFTY31JUL25P24800,10050,10500,35.9,4.42
