indicator,good,bad,oscillating,total,success_rate,interval_label
Bollinger_10_1__AND__Bollinger_15_1.5,2,11,0,13,15.38,5min
Bollinger_10_1__AND__EMA_5_13,2,11,0,13,15.38,5min
Bollinger_10_1__AND__ADX_14,2,11,0,13,15.38,5min
Bollinger_15_1__AND__Bollinger_15_1.5,2,11,0,13,15.38,5min
Bollinger_15_1__AND__EMA_12_28,2,11,1,13,15.38,5min
Bollinger_20_1__AND__ADX_14,2,11,1,13,15.38,5min
Bollinger_15_1__AND__Bollinger_25_1,3,17,1,20,15,5min
Bollinger_15_2,1,6,0,7,14.29,5min
MACD_4_8_3__AND__Bollinger_10_1,4,24,0,28,14.29,5min
MACD_4_8_3__AND__Bollinger_15_1,4,24,0,28,14.29,5min
MACD_4_8_3__AND__Bollinger_15_2,1,6,0,7,14.29,5min
MACD_4_8_3__AND__RSI_10_80_20_REV,1,6,0,7,14.29,5min
MACD_8_16_6__AND__Bollinger_15_2,1,6,0,7,14.29,5min
MACD_16_32_12__AND__Bollinger_15_1,2,12,1,14,14.29,5min
Bollinger_10_1__AND__Bollinger_15_2,1,6,0,7,14.29,5min
Bollinger_10_1__AND__Bollinger_20_1.5,2,12,0,14,14.29,5min
Bollinger_10_1__AND__EMA_21_49,1,6,0,7,14.29,5min
Bollinger_10_1__AND__EMA_24_56,1,6,0,7,14.29,5min
Bollinger_10_1.5__AND__Bollinger_15_2,1,6,0,7,14.29,5min
Bollinger_10_1.5__AND__ADX_14,1,6,0,7,14.29,5min
Bollinger_10_1.5__AND__RSI_5_90_10_REV,1,6,0,7,14.29,5min
Bollinger_15_1__AND__Bollinger_15_2,1,6,0,7,14.29,5min
Bollinger_15_1__AND__EMA_24_56,1,6,1,7,14.29,5min
Bollinger_15_1__AND__RSI_5_70_30_REV,3,18,0,21,14.29,5min
Bollinger_15_1.5__AND__Bollinger_15_2,1,6,0,7,14.29,5min
Bollinger_15_2__AND__Bollinger_20_1,1,6,0,7,14.29,5min
Bollinger_15_2__AND__Bollinger_20_1.5,1,6,0,7,14.29,5min
Bollinger_15_2__AND__Bollinger_20_2,1,6,0,7,14.29,5min
Bollinger_15_2__AND__Bollinger_25_1,1,6,0,7,14.29,5min
Bollinger_15_2__AND__Bollinger_25_1.5,1,6,0,7,14.29,5min
Bollinger_15_2__AND__RSI_5_70_30_REV,1,6,0,7,14.29,5min
Bollinger_15_2__AND__RSI_5_80_20_REV,1,6,0,7,14.29,5min
Bollinger_20_1__AND__RSI_5_90_10_REV,1,6,0,7,14.29,5min
Bollinger_20_1.5__AND__Bollinger_25_1,2,12,0,14,14.29,5min
Bollinger_20_1.5__AND__Bollinger_25_1.5,2,12,0,14,14.29,5min
Bollinger_20_1.5__AND__RSI_5_70_30_REV,2,12,0,14,14.29,5min
Bollinger_20_1.5__AND__RSI_5_90_10_REV,1,6,0,7,14.29,5min
Bollinger_20_2__AND__RSI_5_80_20_REV,1,6,0,7,14.29,5min
Bollinger_25_1__AND__Bollinger_30_1,3,18,1,21,14.29,5min
Bollinger_25_1__AND__EMA_5_13,2,12,0,14,14.29,5min
Bollinger_25_1__AND__RSI_5_90_10_REV,1,6,0,7,14.29,5min
Bollinger_25_1.5__AND__RSI_5_90_10_REV,1,6,0,7,14.29,5min
EMA_5_13__AND__RSI_14_70_30_REV,1,6,0,7,14.29,5min
EMA_15_35__AND__RSI_10_70_30_REV,1,6,1,7,14.29,5min
RSI_5_90_10_REV__AND__RSI_10_70_30_REV,1,6,0,7,14.29,5min
RSI_10_70_30_REV__AND__RSI_15_70_30_REV,1,6,1,7,14.29,5min
MACD_12_24_9__AND__RSI_5_70_30_REV,3,19,0,22,13.64,5min
Bollinger_15_1,4,26,1,30,13.33,5min
Bollinger_25_1.5,2,13,1,15,13.33,5min
MACD_8_16_6__AND__Bollinger_25_1.5,2,13,1,15,13.33,5min
Bollinger_15_1__AND__Bollinger_25_1.5,2,13,1,15,13.33,5min
Bollinger_20_1__AND__Bollinger_25_1.5,2,13,1,15,13.33,5min
Bollinger_25_1__AND__Bollinger_25_1.5,2,13,1,15,13.33,5min
Bollinger_25_1__AND__RSI_5_70_30_REV,2,13,0,15,13.33,5min
Bollinger_30_1,3,20,1,23,13.04,5min
Bollinger_10_1,4,27,0,31,12.9,5min
Bollinger_20_2,1,7,0,8,12.5,5min
MACD_4_8_3__AND__Bollinger_20_2,1,7,0,8,12.5,5min
MACD_4_8_3__AND__Bollinger_30_1,2,14,0,16,12.5,5min
MACD_8_16_6__AND__Bollinger_10_1,3,21,0,24,12.5,5min
MACD_8_16_6__AND__Bollinger_20_2,1,7,0,8,12.5,5min
MACD_8_16_6__AND__RSI_5_80_20_REV,2,14,0,16,12.5,5min
MACD_12_24_9__AND__RSI_5_90_10_REV,1,7,0,8,12.5,5min
MACD_20_40_15__AND__EMA_12_28,1,7,1,8,12.5,5min
Bollinger_5_1__AND__Bollinger_20_1.5,1,7,0,8,12.5,5min
Bollinger_5_1__AND__Bollinger_25_1.5,1,7,0,8,12.5,5min
Bollinger_10_1__AND__Bollinger_20_2,1,7,0,8,12.5,5min
Bollinger_10_1__AND__EMA_9_21,1,7,0,8,12.5,5min
Bollinger_10_1__AND__RSI_5_80_20_REV,2,14,0,16,12.5,5min
Bollinger_10_1.5__AND__Bollinger_20_2,1,7,0,8,12.5,5min
Bollinger_15_1__AND__Bollinger_20_2,1,7,0,8,12.5,5min
Bollinger_15_1__AND__EMA_18_42,1,7,1,8,12.5,5min
Bollinger_15_1__AND__ADX_14,2,14,1,16,12.5,5min
Bollinger_15_1__AND__RSI_5_90_10_REV,1,7,0,8,12.5,5min
Bollinger_15_1.5__AND__Bollinger_20_2,1,7,0,8,12.5,5min
Bollinger_20_1__AND__Bollinger_20_2,1,7,0,8,12.5,5min
Bollinger_20_1.5__AND__Bollinger_20_2,1,7,0,8,12.5,5min
Bollinger_20_1.5__AND__ADX_14,1,7,0,8,12.5,5min
Bollinger_20_2__AND__Bollinger_25_1,1,7,0,8,12.5,5min
Bollinger_20_2__AND__Bollinger_25_1.5,1,7,0,8,12.5,5min
Bollinger_20_2__AND__RSI_5_70_30_REV,1,7,0,8,12.5,5min
Bollinger_25_1__AND__ADX_14,2,14,1,16,12.5,5min
Bollinger_30_1.5__AND__EMA_5_13,1,7,0,8,12.5,5min
Bollinger_30_1.5__AND__EMA_12_28,1,7,1,8,12.5,5min
EMA_21_49__AND__RSI_5_70_30_REV,1,7,0,8,12.5,5min
RSI_14_70_30_REV__AND__RSI_15_70_30_REV,1,7,1,8,12.5,5min
Bollinger_15_1__AND__Bollinger_30_1,2,15,1,17,11.76,5min
MACD_24_48_18,1,8,1,9,11.11,5min
RSI_10_80_20_REV,1,8,1,9,11.11,5min
MACD_4_8_3__AND__RSI_10_70_30_REV,1,8,0,9,11.11,5min
MACD_4_8_3__AND__RSI_14_70_30_REV,1,8,0,9,11.11,5min
MACD_12_26_9__AND__Bollinger_10_1,2,16,0,18,11.11,5min
MACD_12_26_9__AND__Bollinger_25_1,2,16,1,18,11.11,5min
MACD_12_26_9__AND__RSI_5_70_30_REV,2,16,0,18,11.11,5min
MACD_16_32_12__AND__Bollinger_15_1.5,1,8,0,9,11.11,5min
MACD_20_40_15__AND__MACD_24_48_18,1,8,1,9,11.11,5min
Bollinger_5_1__AND__Bollinger_15_1.5,1,8,0,9,11.11,5min
Bollinger_10_1__AND__Bollinger_20_1,2,16,0,18,11.11,5min
Bollinger_10_1__AND__RSI_10_80_20_REV,1,8,0,9,11.11,5min
Bollinger_10_1.5__AND__Bollinger_20_1,1,8,0,9,11.11,5min
Bollinger_10_1.5__AND__Bollinger_20_1.5,1,8,0,9,11.11,5min
Bollinger_10_1.5__AND__Bollinger_25_1,1,8,0,9,11.11,5min
Bollinger_10_1.5__AND__Bollinger_25_1.5,1,8,0,9,11.11,5min
Bollinger_15_1.5__AND__RSI_5_80_20_REV,1,8,0,9,11.11,5min
Bollinger_25_1.5__AND__ADX_14,1,8,1,9,11.11,5min
EMA_12_28__AND__RSI_5_80_20_REV,1,8,0,9,11.11,5min
EMA_24_56__AND__RSI_5_70_30_REV,1,8,0,9,11.11,5min
RSI_5_70_30_REV__AND__RSI_10_80_20_REV,1,8,0,9,11.11,5min
RSI_5_80_20_REV__AND__RSI_10_80_20_REV,1,8,0,9,11.11,5min
RSI_10_70_30_REV__AND__RSI_10_80_20_REV,1,8,1,9,11.11,5min
MACD_12_24_9__AND__Bollinger_25_1,2,17,1,19,10.53,5min
RSI_15_70_30_REV,1,9,1,10,10,5min
MACD_8_16_6__AND__RSI_10_70_30_REV,1,9,1,10,10,5min
MACD_12_24_9__AND__Bollinger_10_1,2,18,0,20,10,5min
MACD_12_24_9__AND__Bollinger_15_1.5,1,9,0,10,10,5min
MACD_12_24_9__AND__RSI_10_70_30_REV,1,9,1,10,10,5min
MACD_12_26_9__AND__Bollinger_15_1,2,18,1,20,10,5min
MACD_12_26_9__AND__Bollinger_15_1.5,1,9,0,10,10,5min
MACD_12_26_9__AND__Bollinger_30_1,2,18,1,20,10,5min
MACD_12_26_9__AND__RSI_10_70_30_REV,1,9,1,10,10,5min
MACD_16_32_12__AND__Bollinger_25_1.5,1,9,1,10,10,5min
MACD_16_32_12__AND__Bollinger_30_1.5,1,9,1,10,10,5min
MACD_16_32_12__AND__RSI_10_70_30_REV,1,9,1,10,10,5min
MACD_20_40_15__AND__Bollinger_15_1,1,9,1,10,10,5min
MACD_20_40_15__AND__Bollinger_20_1.5,1,9,0,10,10,5min
MACD_20_40_15__AND__Bollinger_25_1.5,1,9,1,10,10,5min
MACD_20_40_15__AND__Bollinger_30_1.5,1,9,1,10,10,5min
Bollinger_5_1__AND__Bollinger_10_1,2,18,0,20,10,5min
Bollinger_5_1__AND__EMA_12_28,1,9,0,10,10,5min
Bollinger_5_1__AND__ADX_14,1,9,0,10,10,5min
Bollinger_10_1__AND__EMA_12_28,1,9,0,10,10,5min
Bollinger_10_1__AND__ADX_20,1,9,0,10,10,5min
Bollinger_10_1.5__AND__Bollinger_15_1.5,1,9,0,10,10,5min
Bollinger_15_1.5__AND__Bollinger_25_1,1,9,0,10,10,5min
Bollinger_15_1.5__AND__Bollinger_25_1.5,1,9,0,10,10,5min
Bollinger_20_1__AND__RSI_5_80_20_REV,1,9,0,10,10,5min
Bollinger_20_1.5__AND__RSI_5_80_20_REV,1,9,0,10,10,5min
Bollinger_25_1__AND__RSI_5_80_20_REV,1,9,0,10,10,5min
Bollinger_25_1.5__AND__RSI_5_80_20_REV,1,9,0,10,10,5min
RSI_5_80_20_REV__AND__RSI_10_70_30_REV,1,9,0,10,10,5min
MACD_12_24_9__AND__Bollinger_15_1,2,19,1,21,9.52,5min
MACD_12_24_9__AND__Bollinger_30_1,2,19,1,21,9.52,5min
MACD_4_8_3__AND__MACD_20_40_15,1,10,0,11,9.09,5min
MACD_4_8_3__AND__Bollinger_5_1,3,30,1,33,9.09,5min
MACD_4_8_3__AND__Bollinger_30_1.5,1,10,0,11,9.09,5min
Bollinger_5_1__AND__Bollinger_10_1.5,1,10,0,11,9.09,5min
Bollinger_5_1__AND__Bollinger_25_1,1,10,0,11,9.09,5min
Bollinger_5_1__AND__RSI_5_70_30_REV,2,20,0,22,9.09,5min
Bollinger_10_1.5__AND__RSI_5_80_20_REV,1,10,0,11,9.09,5min
Bollinger_30_1__AND__EMA_12_28,1,10,1,11,9.09,5min
ADX_14__AND__RSI_5_80_20_REV,1,10,0,11,9.09,5min
Bollinger_5_1,3,33,1,36,8.33,5min
MACD_8_16_6__AND__Bollinger_10_1.5,1,11,0,12,8.33,5min
MACD_12_26_9__AND__Bollinger_25_1.5,1,11,1,12,8.33,5min
MACD_12_26_9__AND__Bollinger_30_1.5,1,11,1,12,8.33,5min
Bollinger_10_1__AND__RSI_10_70_30_REV,1,11,0,12,8.33,5min
Bollinger_10_1.5__AND__Bollinger_15_1,1,11,0,12,8.33,5min
Bollinger_20_1.5__AND__Bollinger_30_1,1,11,0,12,8.33,5min
Bollinger_20_1.5__AND__Bollinger_30_1.5,1,11,0,12,8.33,5min
ADX_20__AND__RSI_5_70_30_REV,1,11,0,12,8.33,5min
RSI_5_70_30_REV__AND__RSI_10_70_30_REV,1,11,0,12,8.33,5min
Bollinger_10_1__AND__Bollinger_15_1,2,23,0,25,8,5min
Bollinger_10_1.5,1,12,0,13,7.69,5min
Bollinger_30_1.5,1,12,1,13,7.69,5min
MACD_4_8_3__AND__Bollinger_10_1.5,1,12,0,13,7.69,5min
MACD_8_16_6__AND__Bollinger_30_1.5,1,12,1,13,7.69,5min
MACD_12_24_9__AND__Bollinger_25_1.5,1,12,1,13,7.69,5min
MACD_12_24_9__AND__Bollinger_30_1.5,1,12,1,13,7.69,5min
MACD_12_24_9__AND__RSI_5_80_20_REV,1,12,0,13,7.69,5min
MACD_16_32_12__AND__RSI_5_70_30_REV,1,12,0,13,7.69,5min
Bollinger_5_1__AND__Bollinger_20_1,1,12,0,13,7.69,5min
Bollinger_10_1__AND__Bollinger_10_1.5,1,12,0,13,7.69,5min
Bollinger_10_1.5__AND__RSI_5_70_30_REV,1,12,0,13,7.69,5min
Bollinger_15_1__AND__Bollinger_30_1.5,1,12,1,13,7.69,5min
Bollinger_15_1__AND__RSI_5_80_20_REV,1,12,0,13,7.69,5min
Bollinger_20_1__AND__Bollinger_30_1.5,1,12,1,13,7.69,5min
Bollinger_25_1__AND__Bollinger_30_1.5,1,12,1,13,7.69,5min
Bollinger_25_1.5__AND__Bollinger_30_1,1,12,1,13,7.69,5min
Bollinger_25_1.5__AND__Bollinger_30_1.5,1,12,1,13,7.69,5min
Bollinger_25_1.5__AND__RSI_5_70_30_REV,1,12,0,13,7.69,5min
Bollinger_30_1__AND__Bollinger_30_1.5,1,12,1,13,7.69,5min
Bollinger_30_1__AND__EMA_5_13,1,12,0,13,7.69,5min
MACD_16_32_12__AND__Bollinger_10_1,1,13,0,14,7.14,5min
Bollinger_10_1__AND__Bollinger_25_1.5,1,13,0,14,7.14,5min
Bollinger_30_1__AND__RSI_5_70_30_REV,1,13,0,14,7.14,5min
EMA_12_28__AND__RSI_5_70_30_REV,1,13,0,14,7.14,5min
Bollinger_10_1__AND__Bollinger_25_1,1,14,0,15,6.67,5min
Bollinger_5_1__AND__EMA_5_13,1,15,1,16,6.25,5min
Bollinger_30_1__AND__ADX_14,1,15,1,16,6.25,5min
MACD_8_16_6__AND__Bollinger_5_1,1,17,0,18,5.56,5min
Bollinger_5_1__AND__Bollinger_15_1,1,17,0,18,5.56,5min
RSI_10_90_10,0,0,0,0,0,5min
RSI_14_80_20,0,0,0,0,0,5min
RSI_14_90_10,0,0,0,0,0,5min
RSI_15_80_20,0,0,0,0,0,5min
RSI_15_90_10,0,0,0,0,0,5min
RSI_20_80_20,0,0,0,0,0,5min
RSI_20_90_10,0,0,0,0,0,5min
RSI_25_80_20,0,0,0,0,0,5min
RSI_25_90_10,0,0,0,0,0,5min
RSI_30_70_30,0,0,0,0,0,5min
RSI_30_80_20,0,0,0,0,0,5min
RSI_30_90_10,0,0,0,0,0,5min
Bollinger_5_1.5,0,12,1,12,0,5min
Bollinger_5_2,0,0,0,0,0,5min
Bollinger_10_2,0,7,0,7,0,5min
Bollinger_25_2,0,10,0,10,0,5min
Bollinger_30_2,0,9,0,9,0,5min
Stoch_14_3,0,0,0,0,0,5min
Stoch_14_5,0,0,0,0,0,5min
RSI_10_90_10_REV,0,0,0,0,0,5min
RSI_14_80_20_REV,0,4,1,4,0,5min
RSI_14_90_10_REV,0,0,0,0,0,5min
RSI_15_80_20_REV,0,3,1,3,0,5min
RSI_15_90_10_REV,0,0,0,0,0,5min
RSI_20_70_30_REV,0,5,1,5,0,5min
RSI_20_80_20_REV,0,0,0,0,0,5min
RSI_20_90_10_REV,0,0,0,0,0,5min
RSI_25_70_30_REV,0,0,0,0,0,5min
RSI_25_80_20_REV,0,0,0,0,0,5min
RSI_25_90_10_REV,0,0,0,0,0,5min
RSI_30_70_30_REV,0,0,0,0,0,5min
RSI_30_80_20_REV,0,0,0,0,0,5min
RSI_30_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_10_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_14_80_20,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_14_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_15_80_20,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_15_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_20_80_20,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_20_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_25_80_20,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_25_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_70_30,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_80_20,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_90_10,0,0,0,0,0,5min
RSI_5_70_30__AND__MACD_8_16_6,0,0,0,0,0,5min
RSI_5_70_30__AND__MACD_12_24_9,0,0,0,0,0,5min
RSI_5_70_30__AND__MACD_24_48_18,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_5_1,0,0,1,0,0,5min
RSI_5_70_30__AND__Bollinger_5_1.5,0,0,1,0,0,5min
RSI_5_70_30__AND__Bollinger_5_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_10_1,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_10_1.5,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_10_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_15_1,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_15_1.5,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_15_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_20_1,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_20_1.5,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_20_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_25_1,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_25_1.5,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_25_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_30_1,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_30_1.5,0,0,0,0,0,5min
RSI_5_70_30__AND__Bollinger_30_2,0,0,0,0,0,5min
RSI_5_70_30__AND__Stoch_14_3,0,0,0,0,0,5min
RSI_5_70_30__AND__Stoch_14_5,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_5_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_5_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_5_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_10_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_10_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_10_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_14_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_14_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_14_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_15_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_15_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_15_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_20_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_20_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_20_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_25_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_25_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_25_90_10_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_70_30_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_80_20_REV,0,0,0,0,0,5min
RSI_5_70_30__AND__RSI_30_90_10_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_10_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_14_80_20,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_14_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_15_80_20,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_15_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_20_80_20,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_20_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_25_80_20,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_25_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_30_70_30,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_30_80_20,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_30_90_10,0,0,0,0,0,5min
RSI_5_80_20__AND__MACD_8_16_6,0,0,0,0,0,5min
RSI_5_80_20__AND__MACD_12_24_9,0,0,0,0,0,5min
RSI_5_80_20__AND__MACD_12_26_9,0,0,0,0,0,5min
RSI_5_80_20__AND__MACD_16_32_12,0,0,0,0,0,5min
RSI_5_80_20__AND__MACD_20_40_15,0,0,0,0,0,5min
RSI_5_80_20__AND__MACD_24_48_18,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_5_1,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_5_1.5,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_5_2,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_10_1,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_10_1.5,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_10_2,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_15_1,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_15_1.5,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_15_2,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_20_1,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_20_1.5,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_20_2,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_25_1,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_25_1.5,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_25_2,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_30_1,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_30_1.5,0,0,0,0,0,5min
RSI_5_80_20__AND__Bollinger_30_2,0,0,0,0,0,5min
RSI_5_80_20__AND__Stoch_14_3,0,0,0,0,0,5min
RSI_5_80_20__AND__Stoch_14_5,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_5_70_30_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_5_80_20_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_5_90_10_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_10_70_30_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_10_80_20_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_10_90_10_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_14_70_30_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_14_80_20_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_14_90_10_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_15_70_30_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_15_80_20_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_15_90_10_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_20_70_30_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_20_80_20_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_20_90_10_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_25_70_30_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_25_80_20_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_25_90_10_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_30_70_30_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_30_80_20_REV,0,0,0,0,0,5min
RSI_5_80_20__AND__RSI_30_90_10_REV,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_10_90_10,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_14_80_20,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_14_90_10,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_15_80_20,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_15_90_10,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_20_80_20,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_20_90_10,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_25_80_20,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_25_90_10,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_30_70_30,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_30_80_20,0,0,0,0,0,5min
RSI_5_90_10__AND__RSI_30_90_10,0,0,0,0,0,5min
RSI_5_90_10__AND__MACD_4_8_3,0,0,0,0,0,5min
RSI_5_90_10__AND__MACD_8_16_6,0,0,0,0,0,5min
RSI_5_90_10__AND__MACD_12_24_9,0,0,0,0,0,5min
RSI_5_90_10__AND__MACD_12_26_9,0,0,0,0,0,5min
RSI_5_90_10__AND__MACD_16_32_12,0,0,0,0,0,5min
RSI_5_90_10__AND__MACD_20_40_15,0,0,0,0,0,5min
RSI_5_90_10__AND__MACD_24_48_18,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_5_1,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_5_1.5,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_5_2,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_10_1,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_10_1.5,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_10_2,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_15_1,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_15_1.5,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_15_2,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_20_1,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_20_1.5,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_20_2,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_25_1,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_25_1.5,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_25_2,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_30_1,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_30_1.5,0,0,0,0,0,5min
RSI_5_90_10__AND__Bollinger_30_2,0,0,0,0,0,5min
RSI_5_90_10__AND__EMA_5_13,0,0,0,0,0,5min
RSI_5_90_10__AND__EMA_9_21,0,0,0,0,0,5min
RSI_5_90_10__AND__EMA_12_28,0,0,0,0,0,5min
RSI_5_90_10__AND__EMA_15_35,0,0,0,0,0,5min
RSI_5_90_10__AND__EMA_21_49,0,0,0,0,0,5min
RSI_5_90_10__AND__EMA_27_63,0,0,0,0,0,5min
